polarity,subjectivity
0.7,0.9
0.7,0.9
0,0
0.7,0.9
0.7,0.9
0.8,0.9
0.1333333333,0.375
0.05,0.65
0.22,0.5
0.29375,0.8
0.7,0.9
0,0
0.5,0.6
0.4,1
0.7,0.9
-0.25,0.5
0.4,1
0.01666666667,0.7333333333
-0.25,0.5
0.5,0.5
0.7,0.9
-1,1
0,0
0.3173214286,0.5719642857
0.1428571429,0.2678571429
0,0
0.1666666667,0.6851851852
0,0
0.7,0.9
0,0
0,0
0.7,0.9
0.7,0.9
0.7,0.9
-0.25,0.5
0.5166666667,0.8666666667
0.7,0.9
0.7,0.9
0.7,0.9
-0.25,0.5
-0.008333333333,0.375
-0.075,0.05
0.0619047619,0.2479166667
-0.125,0.375
0.7,0.9
0.1,0.3833333333
0.7,0.9
0.7,0.9
0.7,0.9
0,0
0.7,0.9
0,0
0,0
0.2083333333,0.6833333333
0.5,0.6
0.7,0.9
0.0625,0.3125
0.7,0.9
0.7,0.9
-0.25,0.5
0.7,0.9
0.02916666667,0.3458333333
0.7,0.9
-0.4047619048,0.8119047619
0.7,0.9
0.7,0.9
0,0
0.7,0.9
-0.2916666667,0.5416666667
0.7,0.9
0.7,0.9
-0.2,0.6
0.7,0.9
0,0
0,0
0.7,0.9
0.7,0.9
0.7,0.9
0.7,0.9
0.5,0.6
0.7,0.9
0.7,0.9
0.55,0.775
0,0
0,0
0.7,0.9
0.06666666667,0.2333333333
0.4,1
-0.5,1
0.7,0.9
0.7,0.9
0.4,0.9
0.30625,0.5625
-0.4,0.7
-0.2,0.8
0.7,0.9
0.7,0.9
0.7,0.9
0.7,0.9
0.7,0.9
0.7,0.9
0.05,0.15
0.7,0.9
0.7,0.9
0.7,0.9
0.7,0.9
0.7,0.9
0.7,0.9
0.5,0.8888888889
0.7,0.9
0.0625,0.5625
0.7,0.9
0.7,0.9
0.7,0.9
0.7,0.9
-0.25,1
0.7,0.9
0.7,0.9
0.7,0.9
-0.25,1
-0.008333333333,0.375
0.7,0.9
0.7,0.9
0.7,0.9
-0.06388888889,0.4805555556
0.7,0.9
-0.0625,0.1875
-0.4,0.6571428571
0,0
0,0
0.7,0.9
-0.008333333333,0.375
0.7,0.9
-0.1833333333,0.6
0.7,0.9
0.1875,0.75
0.7,0.9
0.7,0.9
0.025,0.345
0.7,0.9
0.7,0.9
0.7,0.9
0.6,0.9
0.7,0.9
0.7,0.9
0.7,0.9
0,0
0.7,0.9
-0.05,0.1625
0.8,0.75
-0.1,0.5
0.7,0.9
-0.4,0.8
0.7,0.9
0.7,0.9
0.7,0.9
-0.1555555556,0.5222222222
0.7,0.9
0.7,0.9
0.0625,0.5625
0.7,0.9
0.0625,0.5625
0.7,0.9
0.7,0.9
0.7,0.9
0.7,0.9
-0.55,1
0.7,0.9
-0.008333333333,0.375
0.7,0.9
0.7,0.9
0.35,0.35
0.4828571429,0.6285714286
0,0
0.2,0.875
-0.25,0.5
0,0
-0.3,0.6
0,0
0.06666666667,0.5333333333
-0.2,0.8
0.35,0.55
-0.0625,0.5
0.3,0.4083333333
0.35,0.55
0.28,0.52
3.70E-17,0.4222222222
-0.2083333333,0.1666666667
-0.4,0.7
0.38,0.6
0.6,0.55
0,1
0.0625,0.5625
-0.375,0.575
0.25,0.55
0.1396825397,0.4784722222
-0.25,0.5
-0.1333333333,0.6
-0.25,0.325
-0.1,0.3
-0.25,0.5
0.075,0.325
0,0.1
0,0
0,0
0.34,0.505
0,0
-0.08333333333,0.6666666667
0.0625,0.5625
0.1,0.2
0.425,0.575
0.1666666667,0.54
0,0
0,0
-0.25,0.4
0.3666666667,0.56
0,0
0,0.65
0.35,0.45
0.2619047619,0.4785714286
0,0
3.70E-17,0.4222222222
0.1696428571,0.5857142857
0.0625,0.5625
-0.008333333333,0.375
0,0
-0.3,0.65
0.15,0.2111111111
0.03571428571,0.45
0.2416666667,0.2729166667
0,0
0.2933333333,0.3183333333
0,0
0,0
0.4607142857,0.6821428571
-0.25,0.5
-0.25,0.6
0,0
-0.3,0.5333333333
0,0
0,0.325
0.1363636364,0.4772727273
0.125,0.625
0.25,0.45625
-0.25,0.5625
0,1
0,0
-0.1625,0.725
0.8,1
0,0
0,0
-0.0625,0.2375
-1,1
0.3,0.5466666667
0.12,0.26
1,0.65
0,0
0,0
0,0
-0.4583333333,0.7916666667
-0.2166666667,0.5
-0.075,0.775
0.4,0.9
0.3021428571,0.75
0,0
-0.02083333333,0.7083333333
0,0.1
-0.08125,0.505
0,0
-0.3333333333,0.375
0,0
0.06944444444,0.5472222222
0.1098958333,0.615625
-0.125,1
0,0
0.25,0.65
0.5,0.75
0.06,0.5
0,0
-0.15,0.4
0.1666666667,0.2333333333
-0.1833333333,0.6
0,0
0,0
-0.12,0.72
0.1270833333,0.6375
0,0
0.1041666667,0.2208333333
0,0
0,1
0.09259259259,0.6018518519
1,0.3
0,0
0.525,0.3666666667
0.5,0.4
0,1
-0.75,1
0.15,1
-0.5,0.9
-0.121875,0.425
-0.1979591837,0.6510204082
0.3130952381,0.5476190476
0.525,0.6
0,0
0,0
0,0
0,0
-0.1208333333,0.3875
0,0
-0.4166666667,0.5833333333
0,0
-0.0625,0.1875
0,0
3.47E-18,0.325
0,0.125
0.1121212121,0.3181818182
0.2375,0.6875
-0.2125,0.55
0,0
0,0.1380952381
0,0
-0.1833333333,0.6
0.1866666667,0.3866666667
0.5204545455,0.6515151515
0.25,1
0,0
0.3,0.6
0.2270833333,0.6534722222
-0.395,0.72
0,0
0.2,0.3
0.04285714286,0.4342857143
-0.2,0.6
-0.0375,0.6583333333
0.525,0.3666666667
-0.3,0.45
0.2590909091,0.425
0.1333333333,0.7666666667
0.1,0.4555555556
0,0
0,0
-0.25,0.5
-0.0625,0.1875
0.2616666667,0.5683333333
-0.3125,0.6875
-0.2270833333,0.3875
-0.0625,0.1875
0,0
-0.0625,0.1875
-0.0625,0.1875
-0.25,0.5
-0.5,0.9
0,0
0,0
0,0
0,0
0,0
0,0.1
0.09583333333,0.4916666667
0.1408163265,0.5835884354
0.115,0.21
0,0
0.65,1
0,0
0,0.25
0.115,0.21
-0.15,0.4
-0.1555555556,0.7888888889
0,0
0.03333333333,0.06666666667
0,0
0,0
0.45,0.8
0.215,0.535
0,0
-0.1555555556,0.2888888889
0.1166666667,0.6
-0.075,0.8
0.3333333333,0.4833333333
0.005952380952,0.6845238095
0.1833333333,0.3166666667
0.1,0.8
0.15625,0.6875
-0.1361111111,0.4416666667
0.1,0.1
0.2590909091,0.525
-0.8,0.9
0.16,0.54
0,0
0,0
0.1328571429,0.5742857143
-0.18,0.5333333333
0.1666666667,0.625
0,0
0,0
0.15,0.5
-0.03888888889,0.2534722222
0.1340909091,0.55
0.07083333333,0.75
0,0
0,0
0.9375,1
-0.125,0.375
0.35,0.55
0.165,0.715
0.5,0.5
0.175,0.2916666667
-0.2,0.7
-0.1166666667,0.280952381
0,0
0.3535714286,0.4553571429
0,0
0.07777777778,0.3111111111
0,0
0.2875,0.8222222222
0,0
0.1363636364,0.4545454545
0.5,0.5
0.1954545455,0.395959596
0.44375,0.38
0,0
0.16,0.54
-0.25,0.5
0,0
0.16,0.54
0,0
0,0
0.1316666667,0.5261111111
0.225,0.425
-0.09652777778,0.5868055556
-0.3125,0.6875
0.025,0.56
0.4333333333,0.3833333333
0,0
0,0
0,0.3
-0.1333333333,0.8666666667
-0.025,0.5
-0.125,0.375
-0.03055555556,0.3555555556
0.2162585034,0.6959183673
0.2833333333,0.2555555556
-0.3380952381,0.7452380952
0.6785714286,0.7678571429
0,0
0.8,0.7
0.85,1
0,0
-0.0625,0.1875
0.2833333333,0.2555555556
0.05,0.5625
0,0
0.25,0.45
0.01666666667,0.4333333333
-0.525,0.75
0.4,0.9
0.36875,0.7
0.135,0.3466666667
0.2,0.2
-0.09285714286,0.4785714286
0,0.625
0,0
0.2,0.5
-0.0625,0.1875
-0.25,0.5
-0.4,0.7
-0.05,0.1
-0.4,0.5
-0.008333333333,0.375
0,0
0,0
-0.1,0.1
-0.15,0.4
0,0
-0.25,0.5
0,0
-0.345,0.535
-0.008333333333,0.375
0,0
0.05,0.125
-0.008333333333,0.375
-0.06666666667,0.5666666667
0,0
0.3666666667,0.4333333333
-0.3166666667,0.7
-0.4,0.55
-0.0625,0.1875
0.15,0.47
0.5204545455,0.6515151515
0.4,0.9
2.78E-17,0.3666666667
-0.0625,0.5
0.03333333333,0.1666666667
-0.1833333333,0.6
0,0
-0.3,0.3
0.1875,0.4375
0.1328571429,0.360952381
0,0
0,0
-0.125,0.375
0,0
-0.4,0.5
-0.4,0.7
0.5,1
0.075,0.575
0,1
3.70E-17,0.4222222222
0.4285714286,0.5357142857
0.1714285714,0.5285714286
0,0
0,0
0,0
-0.25,0.5
-0.15,0.7
-0.4,0.7
0.3,0.5
-0.125,0.375
0.5,1
0,0
0,0
0.2833333333,0.2555555556
-0.2625,0.475
-0.008333333333,0.375
0.2833333333,0.2555555556
0,1
3.70E-17,0.4222222222
-0.25,0.5
0,0
0,0
-0.1,0.5
-0.25,0.5
0,0.1
0.2833333333,0.2555555556
0.7,0.6
-0.0625,0.1875
-0.4,0.7
-0.3,0.3333333333
0,0
0,0
-0.2,0.6333333333
0.4,0.9
0,0
-0.25,0.5
0.425,1
-0.4,0.7
0.1363636364,0.4545454545
-0.0420995671,0.5172077922
-0.35,0.3333333333
0,0
0.1,1
0.25,0.625
-0.1833333333,0.6
-0.1666666667,0.4333333333
0.4,1
0,0
-0.25,0.5
0.3590909091,0.4958333333
0,0
-0.05833333333,0.4166666667
0,0
0,0.125
0.4,0.9
0.4071428571,0.7857142857
-0.25,0.5
-0.1,0.65
-0.25,0.5
0,0
0.25,0.6666666667
-0.1,0.5
0,0
-0.008333333333,0.375
0.05138888889,0.5569444444
0,0.75
-0.05,0.25
0.25,0.5178571429
0.1083333333,0.3833333333
0,0
0.4,1
0.4,1
0,0
0.2857142857,0.5357142857
-0.465,0.6483333333
-0.25,0.5
0.4,0.5
0.2,0.8
-0.25,0.5
0,0
-0.25,0.5
0.5,1
0,0
-0.175,0.2888888889
-0.25,0.5625
0.58828125,0.45
-0.3571428571,0.7678571429
-0.25,0.5
0.4583333333,0.7
-0.6071428571,0.6785714286
-0.5,1
0.0625,0.40625
0.4,0.9
-0.6,0.9
0.115,0.4416666667
0.3276785714,0.7964285714
0.1071428571,0.6214285714
3.70E-17,0.4222222222
-0.2125,0.55
0,0
-0.1833333333,0.6
-0.0625,0.1875
-0.02642045455,0.2886363636
0,0
0,0
0,0
-0.1666666667,0.06666666667
0.25,0.3333333333
-0.2125,0.55
-0.0626984127,0.5476190476
0.1,0.4
-0.05,0.4
0.2538194444,0.5034722222
0.1571428571,0.4857142857
-0.25,0.5
0.0625,0.6625
-0.3333333333,1
0.4,0.9
-0.15,0.8
0.2166666667,0.4416666667
0,0
0,0
0.4,0.9
0.125,0.375
0.04428571429,0.3771428571
0.3,0.55
-0.6,0.7
0,0.5
1.39E-17,0.65
0,0.25
0.1666666667,0.4555555556
-0.075,0.05
0,0
-0.3571428571,0.7678571429
0,0
0.4,0.9
0,0
0,0
0.6,1
0.3125,0.25
-0.1444444444,0.7222222222
0.1625,0.5
0.1777777778,0.3222222222
0,0
-0.3,0.95
0.1363636364,0.4545454545
0.4923611111,0.6444444444
0,0
0.15,0.2958333333
0.125,0.1875
0.15,0.2958333333
0.1875,0.4875
0.1666666667,0.5111111111
0.275,0.475
0,0
0.2,0.35
0.4,0.9
0,0
0,0
0.7,0.8
0,0
0.1016666667,0.5233333333
0,0
0.05,0.75
-0.1,0.45625
-0.2,0.6333333333
0,0
0,0.375
-0.1833333333,0.6
-0.05,0.25
0,0
0,0
-0.01666666667,0.4333333333
0,0.75
0,0
0,0
0.5071428571,0.75
0,0
0.1833333333,0.4666666667
0.2833333333,0.6666666667
0,0
-0.25,0.5
-0.25,0.5
0,1
0.1704545455,0.4545454545
0.006,0.6796666667
0.2,0.6
-0.125,0.325
0.09523809524,0.3452380952
0.75,1
-0.25,0.55
0.5,0.5
0.02361111111,0.4972222222
-0.025,0.61875
-0.1287179487,0.4071794872
-0.008333333333,0.375
0.2857142857,0.5357142857
0,0
0,0
-0.1875,0.8125
-0.8,0.9
0.2333333333,0.5333333333
0.5,0.5
0.1369318182,0.5
-0.008333333333,0.375
0,0
0.1028571429,0.3676190476
0.2,0.2
-0.15,0.4
0,0
0.2166666667,0.4166666667
0,0
0.15,0.2958333333
0.3,0.625
0.2972727273,0.5609090909
0,0.1
0.2916666667,0.725
0,0
0.2,0.2
-0.125,0.5
0,0
-0.1666666667,0.3333333333
-0.1833333333,0.6
0,0.05
-0.25,0.5
0.35,0.35
-0.25,0.5
-0.5,0.5
-0.1953125,0.375
-0.244140625,0.375
0,0
-0.1953125,0.375
-0.2,0.6333333333
0.2833333333,0.4833333333
0.2,0.9
0,0
0.03392857143,0.5464285714
-0.0625,0.5666666667
0,0
0,0
-0.1904761905,0.380952381
0.175,0.5
0,0
0,0
0.5,0.6
0.235,0.67
0.175,0.625
0.2,0.2
0.04285714286,0.5714285714
-0.25,0.5
0.5416666667,0.65
-0.003333333333,0.6233333333
-0.1,0.4966666667
0.4,0.9
-0.3333333333,0.4083333333
0.2,0.2
0.2,0.2
-0.15,0.65
-0.325,0.75
0.1363636364,0.4545454545
0,0
-0.15,0.65
0.3,0.2
-0.1666666667,0.5
0,0
0.475,0.425
0,0
-0.15,0.4
0.1363636364,0.4772727273
0,0
0.1369318182,0.5
0.3,1
-0.25,0.5
0.7,0.8
-0.07142857143,0.7857142857
0,0.1
0.4333333333,0.7333333333
-0.05,0.5666666667
0,0
0.1,0.3833333333
0.1,0.3833333333
-6.94E-18,0.5607142857
0.06666666667,0.5666666667
-0.0625,0.1875
0.1363636364,0.4545454545
0.7,0.8
0.4,0.9
0.3555555556,0.5
-0.25,0.5
0.1902777778,0.4777777778
0,0
0,0
0.5,0.5
-0.15,0.4
0.35,0.35
0.1566666667,0.49
0.6166666667,0.7166666667
0.008666666667,0.45
0,0
0.2,0.8
0.2,0.625
-0.2,0.35
-1,1
-0.125,1
-0.1833333333,0.6
0,0
-0.6,0.5
-0.025,0.5
0,0
0,0
0,0
0.2142857143,0.5
0,0
-0.05,0.775
0,0
0,0
0.125,0.275
-0.15,0.04
-0.25,0.5
-0.25,1
0,0
0,0
0.35,0.55
0,0.4
-0.25,0.5
0,0
-0.25,0.5
0,0
0,0
-0.2,0.5285714286
0,0
-0.325,0.75
-0.25,0.5
-0.25,0.5
0,0
0,0
-0.008333333333,0.375
-0.35,0.2785714286
0,0
-0.25,0.5
0,0
0,0.5
0,0
0,0
0.4,0.5
0.15,0.7
0,0
0,0
0.009375,0.4239583333
-0.008333333333,0.375
0.25,0.4444444444
-0.2,0.6333333333
-0.3,0.7133333333
0.1333333333,0.6166666667
0.2,0.2
0.1428571429,0.2678571429
0,0
-0.1953125,1
0,0
0,0
-0.3,0.4
-0.1214285714,0.45625
0.02407407407,0.4648148148
0,0
-0.25,0.5
-0.25,0.5
-0.2833333333,0.4388888889
0,0
0,0
0,0
-0.25,0.5
-0.25,0.5
0.54,0.62
0.4125,0.5375
0,0
-0.25,0.5
0,0
0.3333333333,0.5
-0.008333333333,0.375
0.11875,0.43125
-0.008333333333,0.375
0.7,0.8
0.525,0.5
-0.125,0.575
0,0
-0.4,0.85
0.1679166667,0.3033333333
0,0
-0.15,0.4
0.04375,0.5875
0.2111111111,0.5416666667
-0.25,0.5
0,0
-0.008333333333,0.375
0.6,0.55
0,0
0.03888888889,0.3611111111
0,0
0.7,0.8
0,0
-0.25,0.5
-0.015625,0.575625
0,0
0,0
0.148828125,0.30625
0.35,0.35
0.4,0.9
0.6,0.9
0.05,0.7
0.35,0.55
-0.15,0.4
-0.35,0.3333333333
0.35,0.55
0,0
-0.06111111111,0.6277777778
0.1922727273,0.69
0.1395833333,0.3604166667
-0.0625,0.1875
0.375,0.5615079365
-0.25,0.5
-0.55,0.95
0.4,0.9
0.5071428571,0.7
0.8,1
0,0
-0.25,0.5
0,0
-0.25,0.5
-0.35,0.3333333333
-0.25,0.5
0.25,0.5666666667
0.2,0.3
-0.35,0.3333333333
0,0
0.1,0.6
0,0
-0.25,0.5
-0.2,0.2
0,0
0.5666666667,0.4666666667
-0.25,0.5
0.35,0.35
0.5666666667,0.4666666667
-0.05,0.2625
0.425,0.3666666667
0.2833333333,0.8
0,0
0.2,0.62
-0.25,0.5
0.08,0.3114285714
0.2972727273,0.5609090909
0.35,0.4
0,0.5
0,0
0.6,0.9
-0.25,0.5
-0.25,0.5
-0.3833333333,0.7944444444
-0.25,0.5
-1,1
-0.0625,0.1875
0.2972727273,0.5609090909
-0.25,0.5
0.175,0.45
0.03333333333,0.06666666667
0,0
-0.05,0.35
0,0
0,0
0.3285714286,0.5428571429
-0.0625,0.1875
0,0
0,0
0,0.1666666667
-0.35,0.3333333333
0.4,0.4
0.08333333333,0.3666666667
0,0.1
0,0
0.4,0.9
-0.04166666667,0.6583333333
-0.04583333333,0.4083333333
0.4,0.9
0.35,0.65
0.07083333333,0.6083333333
0,0
0,0.375
0.25,0.25
0.25,1
3.70E-17,0.4222222222
0.03333333333,0.06666666667
-0.25,0.5
-0.01903409091,0.6271780303
0.025,0.275
-0.25,0.5
-0.25,0.5
-0.25,0.5
0,0.4
0.03333333333,0.06666666667
-0.07708333333,0.5354166667
-1,1
0,0
-0.25,0.5
-0.4666666667,0.9
0.2666666667,0.4416666667
-0.6,0.7
-0.25,0.55
3.70E-17,0.4222222222
-0.25,0.5
-0.1395833333,0.3770833333
0.03333333333,0.5569444444
0,0
3.70E-17,0.4222222222
-0.2833333333,0.3833333333
0.05,0.35
0.4,0.9
3.70E-17,0.4222222222
-0.2916666667,0.5416666667
0,0.3571428571
-0.35,0.3333333333
0.725,0.7
-0.1666666667,0.5
0.02,0.2
0.07083333333,0.5375
-0.25,0.5
-0.25,0.5
0.2888888889,0.4666666667
-0.01111111111,0.5722222222
0.4,0.4
0,0.1833333333
-0.1166666667,0.6
0.06666666667,0.3666666667
0.05,0.325
0.5,1
0.3,0.5
-0.0625,0.1875
0.5,0.8888888889
-0.0625,0.1875
3.70E-17,0.4222222222
0.1666666667,0.1666666667
0.25,0.95
0.00625,0.1291666667
0.2,0.3
-0.45,0.35
-0.25,0.5
-0.2625,0.2833333333
0.6,0.6
-0.25,0.5
-0.2,0.1
-0.25,0.5
-0.02,0.2591666667
0.6,0.9
0.1916666667,0.2333333333
-0.05,0.1944444444
0.4916666667,0.6805555556
-0.25,0.5
-0.25,0.5
0.25,0.45
3.70E-17,0.4222222222
-0.07083333333,0.625
0,0
3.70E-17,0.4222222222
0.6,0.6
0.25,0.2
0.425,0.525
0.6,0.6
0,0.5
0.2166666667,0.75
0,0
-0.25,0.25
0.4242424242,0.553030303
0.15,0.4
-0.0625,0.1875
-0.03333333333,0.4333333333
3.70E-17,0.4222222222
0.6,0.6
0,0
0.4566666667,0.6666666667
-0.65,0.55
0,0
0,0
0.03422619048,0.4639880952
0.22,0.58
0.4,0.5
0,0
3.70E-17,0.4222222222
0.4,0.9
-0.3,0.2
0.2166666667,0.3666666667
0,0
0.1363636364,0.4545454545
-0.25,0.5
0.4,0.9
0.6,0.6
0,0
0.05,0
0.2142857143,0.5
0.6,0.6
0.3,0.5
0,0
-0.1485714286,0.7142857143
-0.25,0.5
0.5,1
-0.5,1
-0.2142857143,0.3571428571
0.3,0.625
0,0.6
-0.6666666667,0.6666666667
0.4553571429,0.7123015873
0.1428571429,0.2678571429
0.3181818182,0.5
0.2291666667,0.675
-0.25,0.5
-0.0625,0.1875
0.1714285714,0.4476190476
0.1666666667,0.1666666667
0.6,1
0.3571428571,0.5357142857
0.05555555556,0.6222222222
-0.55,1
-0.2708333333,0.4708333333
0.4,0.9
-0.05,0.4125
0,0
0.6,0.9
0.1071428571,0.45
0,0
-0.25,0.5
-0.32,0.5
0.1875,0.4375
-0.3482539683,0.5120634921
-0.25,0.5
0.5,1
0.1739285714,0.5439285714
-0.25,0.5
0.07916666667,0.3958333333
-0.3125,0.45
0,0
0.3181818182,0.4772727273
-0.3125,0.6875
0.1471428571,0.2138095238
-0.1,0.75
0,0
0.4,0.9
-0.25,0.5
0.3181818182,0.6439393939
0.3333333333,0.5
-0.25,0.5
0,0
-0.04583333333,0.4083333333
0.6,0.6
-0.0625,0.1875
0.03333333333,0.06666666667
0,0.5
0.25,0.75
0,0
0.3181818182,0.5
0.5,1
9.25E-18,0.4
-0.25,0.25
0.2121212121,0.4666666667
-0.25,0.5
0.002777777778,0.4055555556
0.003571428571,0.5357142857
-0.25,0.775
0,1
0,0
-0.3383333333,0.7416666667
0.6,0.6
0.4,0.9
-0.125,0.375
0.2228571429,0.4457142857
3.70E-17,0.4222222222
0,0
0,0
0.4,0.9
0,0
3.70E-17,0.4222222222
-0.3125,0.3
0.4,0.9
0.04583333333,0.1083333333
0.4,0.9
-0.2558333333,0.9175
-0.125,0.2
-0.2,0.4
0.3,0.45
-0.2027777778,0.2694444444
-0.06666666667,0.4066666667
0.01666666667,0.09583333333
0.1166666667,0.3
0.3214285714,0.5166666667
0,0
0.25,1
-0.3125,1
-0.18,0.52
-0.05,0.4
0.103968254,0.2412698413
0.4,0.9
0.4,0.9
-0.125,1
0.1444444444,0.6805555556
0.5,0.9
0,0.1
0,0
0.1345454545,0.3818181818
0.1385281385,0.5935064935
0,0.1166666667
-0.25,0.5
0,0
-0.2,0.2
-0.07777777778,0.1944444444
-0.0625,0.1875
-0.25,0.5
0.45,0.7
0,0
0.2958333333,0.5666666667
-0.0625,0.1875
3.70E-17,0.4222222222
0.04,0.73
-0.5,0.3
0.05,0.1
-0.0625,0.1875
0,0
0,0
0,0
0.05,0.625
-0.04732142857,0.3428571429
-0.0625,0.1875
0.6428571429,0.7678571429
0,0.1666666667
0,0.3333333333
0.3,0.5625
-0.25,0.5
0.275,0.775
0,0
-0.025,0.2
-0.03095238095,0.430952381
3.70E-17,0.4222222222
-0.1666666667,0.2979166667
-0.28125,0.9
0,0
0,0
-0.15,0.3388888889
-0.15,0.3388888889
0,0
0.7,0.6
0,0
-0.05,0.4
0.25,0.5
0.1,0.2785714286
-0.2,0.1
-0.5458333333,0.7208333333
0.01388888889,0.6055555556
0,0
-0.1,0.2
0.1520833333,0.2604166667
-0.25,0.5
0,0
-0.5,0.6111111111
-0.25,0.5
0,0
0,0
0.25,0.55
-0.0625,0.1875
-0.25,0.5
0.4,1
0.3333333333,0.5
-0.25,0.5
0.45,0.75
0,0
0,0
0.4,0.4
0,0
-0.0625,0.1875
-0.25,0.5
0.1,0.2833333333
0.3333333333,0.5
-0.1625,0.1875
0.35,0.55
-0.25,0.5
0.3333333333,0.5
0,0.05
0,0.05
-0.25,0.5
0.1,0.1
0,0
0.25,0.85
-0.1555555556,0.2888888889
-0.1625,0.1875
0.3333333333,0.5
-0.25,0.5
0,0
0.2,0.5166666667
0.2722222222,0.5944444444
0,0
-0.2,0.1
-0.15,0.4
0.35,0.4
-0.4,0.6
-0.25,0.5
0.1375,0.4375
0.25,0.35
0.3571428571,0.5714285714
0,0
-0.19375,0.65
0.4333333333,0.7333333333
3.70E-17,0.4222222222
3.70E-17,0.4222222222
0,0
0,0.65
0.3166666667,0.5226190476
0,0.05
0,0.05
0,0
-0.1433333333,0.5366666667
-1,1
0.06666666667,0.7333333333
-0.05,0.75
0,1
0.08,0.42
-0.25,0.5
0.25,0.25
0,0
0.03333333333,0.3833333333
0.375,0.75
0,0.05
-0.25,0.5
-0.0625,0.1875
0.325,0.8
3.70E-17,0.4222222222
-0.0625,0.1875
0.1,0.2785714286
-0.0175,0.53
-1,1
-0.25,0.5
-0.13,0.7233333333
0,0.5
0,0
0,0.05
-0.25,0.5
0.2,0.5416666667
-0.4,0.5
-0.06,0.1333333333
0.05,0.65
0.65,0.65
-0.25,0.5
0.75,0.8
0.3625,0.5625
0.03055555556,0.4944444444
0.1,0.2785714286
0.75,0.8
0.3,0.796
-0.25,0.5
0.03333333333,0.3666666667
-0.25,0.5
0.1028138528,0.3566017316
0.1666666667,0.3333333333
0,0
0,0
-0.25,0.5
0,0.125
-0.25,0.5
0.3571428571,0.5714285714
0,0
0,0
-0.3722222222,0.5611111111
0.19375,0.6875
0.01666666667,0.2666666667
-0.0775,0.36
0.6666666667,0.6
0,0
0,1
0,0
0.2,0.9
0,0
-0.15,0.4
-0.25,0.5
-0.25,0.5
0.15,0.25
-0.25,0.5
-0.25,0.5
0,0
-0.25,0.5
-0.25,0.5
-0.25,0.5
1,0.3
-0.25,0.5
0,0
-0.25,0.5
0.7,0.7166666667
-0.1,0.5041666667
-0.43125,0.61875
0.3,0.5666666667
0.03125,0.3368055556
-0.2345238095,0.6153439153
-0.25,0.5
-0.25,0.5
0.1666666667,0.3666666667
0,0
-0.05,0
0.7,0.8
-0.25,0.5
-0.0625,0.1875
0.09333333333,0.4933333333
0.3,0.6416666667
-0.45,0.35
3.70E-17,0.4222222222
-0.0625,0.1875
-0.25,0.5
-0.25,0.5
-0.25,0.5
0.8,0.9
0.1,0.2833333333
-0.25,0.5
-0.25,0.5
-0.25,0.5
-0.0625,0.1875
-0.25,0.5
0,0
-0.1875,0.225
0.13,0.34
-0.1,0.3
0.4666666667,0.5
-0.3,0.4
3.70E-17,0.4222222222
0.07083333333,0.5319444444
0,0
0.2142857143,0.5714285714
-0.05,0.3
-0.15,0.4
0,0
-0.00625,0.275
0.2571428571,0.3
0.35,0.55
0,0
-0.1666666667,0.4333333333
0,0
0,0
-0.15,0.6
0,0
0,0
-0.03333333333,0.3933333333
0.03333333333,0.5416666667
-0.0962962963,0.3851851852
0,0
0.4,0.5
0,0
-0.9,1
0.3,0.1
-0.25,0.825
0.2041666667,0.4916666667
0,0.8
0.225,0.6
0,0
-0.03911111111,0.2347777778
0.3681818182,0.7
0.1166666667,0.3
-0.2307692308,0.4615384615
0,0.3
-0.0625,0.1875
0,0.25
0,0
-0.1666666667,0.4333333333
0.6,1
0.5,0.5
0.2694444444,0.6134920635
0.04166666667,0.06666666667
0.2166666667,0.3666666667
-0.1,0.2
0,0
0,0
0.2571428571,0.3
-0.3,0.2
-0.125,0.375
0,0.1
-0.325,0.6125
0,0
0.3642857143,0.4571428571
0,0
-0.1,0.1
0.6,0.9
-0.0625,0.1875
0,0.1
-0.0625,0.1875
0.1,0.2785714286
0.02777777778,0.6777777778
-0.1,0.2
0,0
0,0
-0.2,0
0.23,0.34
0.2,0.9
-0.4,0.7
-0.01666666667,0.8
0.25,0.9
0.1,0.4
-0.05,0.6
0,0.875
0,0.1
0,0
-0.01916666667,0.6607142857
0,0
-0.4,0.6
0.25,1
0,0
-0.1333333333,0.519047619
-0.15,0.7
0.1466666667,0.48
-0.0625,0.1875
0.045,0.45
-0.1375,0.3541666667
0,0
0.1125,0.6333333333
0.08666666667,0.6133333333
0.3,1
-0.0625,0.1875
0.05,0.35
0,0
0,0.5
-0.15,0.4
0.2777777778,0.4888888889
-0.25,0.4
-0.02,0.655
0.3714285714,0.6089285714
0.7,0.8
-0.125,0.375
0,0
-0.1285714286,0.5857142857
-0.0625,0.1875
0.4,0.75
-0.2828571429,0.4114285714
0,0
0.075,0.5708333333
0.07314814815,0.5962962963
0,0
0.1,0.4
0.4952380952,0.6119047619
0.3333333333,0.5
-0.0625,0.1875
-0.125,0.375
0.01666666667,0.2666666667
0,0
0,0.6785714286
0.1,0.5333333333
0.4,0.4
0,0
-0.1212121212,0.5
-0.03125,0.60625
0,1
0,0
-0.1,0.2
-0.1,0.2
0,0
0,0
0.4333333333,0.7333333333
0,0
0.15,0.525
-0.0625,0.1875
0.2,0.6333333333
-0.0625,0.1875
-0.375,0.7916666667
-0.1936507937,0.6126984127
0.5,0.5
